num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
919,lenalidomida,capsula,"5 mg, 10 mg, 15 mg,20 mg y 25 mg",iv,revlimid,101m2010 ssa,celgene internacional sarl,para el tratamiento del mieloma multiple y sindromemielodisplasico.
920,lenvatinib,capsula,4 mg   y   10 mg,iv,lenvixi,005m2018 ssa,eisai inc,"indicado en combinacion con everolimus para el tratamientode pacientes con cancer de celulas renales avanzadoposterior a la terapia previa dirigida al factor de crecimientodel endotelio vascular.indicado para el tratamiento de pacientes con cancer detiroides diferenciado, refractario a iodo radiactivo, progresivo.indicado como monoterpai para el tratamiento de pacientesadultos con carcinoma hepatocelular (chc) avanzado oirresecable que no han recibido tratamiento sistemico previo."
921,"lercanidipino, clorhidrato de",tableta,10 mg   y   20 mg,iv,zanidip,135m2002 ssa,"grimann, s.a. de c.v.",antihipertensivo.
922,letrozol,tableta,2.5 mg,iv,femara,521m98 ssa,novartis pharma ag,"para el tratamiento del cancer de mama avanzado enmujeres con estado postmenopausico. para el tratamiento delcancer de mama de primera linea y preoperatorio, tratamientoadyuvante extendido (de continuacion) en el cancer de mamatemprano. en mujeres postmenopausicas que han recibidopreviamente una terapia adyuvante estandar a base detamoxifeno."
923,leuprorelina,suspension(inyectable),"3.75 mg, 7.5 mgy11.25 mg",i v,lucrin depot,468m90 ssa,abbvie inc,para el tratamiento del cancer de prostata. tratamientoandrogenico.
924,leuprorelina,solucion(inyectable),5 mg / 1ml,iv,lucrin,443m89 ssa,abbvie inc,para el tratamiento del cancer de prostata avanzado.
925,"leuprorelina, acetato de",suspension(inyectable),"7.5 mg, 22.5 mgy45 mg",i v,eligard,626m2003 ssa,"asofarma de mexico, s.a. de c.v.",tratamiento de cancer avanzado de prostata.
926,levetiracetam,tableta,500 mg      y      1 g,iv,keppra,314m2001 ssa,"productos farmaceuticos, s.a. de c.v.",anticonvulsivante.
927,levetiracetam,tableta(liberacion prolongada),500 mg,iv,keppra xr,132m2013,"productos farmaceuticos, s.a. de c.v.",antiepileptico.
928,levetiracetam,solucion,100 mg/ml,iv,keppra,069m2007 ssa,"productos farmaceuticos,s.a. de c.v.",antiepileptico.
929,levetiracetam,solucion(inyectable),500 mg / 5 ml,iv,keppra,038m2010 ssa,"productos farmaceuticos,s.a. de c.v.",antiepileptico.
930,levocarnitina,tableta(masticable),1 g,iv,cardispan,037m93 ssa,"laboratorios grossman, s.a.",para el tratamiento de las deficiencias primariasy secundarias de la l-carnitina.
931,levocarnitina,solucion,10 g/100 ml    y30 g/100 ml,iv,cardispan,508m89 ssa,"laboratorios grossman, s.a.",para el tratamiento por deficiencia del-carnitina.
932,levocarnitina,solucion(inyectable),1 g / 5 ml,iv,cardispan,509m89 ssa,"laboratorios grossman, s.a.",tratamiento por deficiencia de l-carnitina.
933,"levocetirizina,diclorhidrato de",tableta,5 mg,iv,xuzal,192m2003 ssa,ucb farchim sa,"antihistaminico para el tratamiento de sintomas de rinitisalergica, (incluyendo rinitis alergica perenne), y urticaria."
934,"levocetirizina,diclorhidrato de",solucion,5 mg / 1 ml;50 mg / 100 ml   y500 mg / 100 ml,i v,xuzal,236m2009 ssa,ucb farchim sa,antihistaminico.
935,levodropropizina,solucion,60 mg/1ml,iv,zyplo,576m97 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antitusivo.
936,levodropropizina,jarabe,600 mg/100 ml,iv,zyplo,564m97 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antitusivo.
937,levofloxacino (hemihidratado),tableta,500 mg      y      750 mg,iv,elequine,091m97ssa,"janssen-cilag, s.a. de c.v.",antimicrobiano (quinolona) para infecciones ocasionadas porgermenes sensibles.
938,levofloxacino (hemihidratado),tableta,250 mg,iv,tavanic,391m97 ssa,"sanofi-aventis de mexico, s.a. de c.v.",antimicrobiano (quinolona) para infecciones causadas porgermenes sensibles.
939,levofloxacino (hemihidratado),solucion(inyectable),"250 mg/50 ml,5  0  0    m   g /20 ml,500 mg/100 ml       y750 mg/150 ml",iv,tavanic,392m97 ssa,"sanofi-aventis de mexico, s.a. de c.v.",antimicrobiano (quinolona) para infecciones ocasionadas porgermenes sensibles.
940,"levomepromazina,maleato de",comprimido,25 mg,iii,sinogan,51536 ssa,"sanofi-aventis de mexico, s.a. de c.v.","antipsicotico, analgesico."
941,"levomepromazina, clorhidratode",solucion(inyectable),25 mg/1 ml,iii,sinogan,51340 ssa,"sanofi-aventis de mexico, s.a. de c.v.",neuroleptico.
942,levonorgestrel,polvo,"13.5 mg, 19.5 mgy      52 mg",iv,mirena,259m99 ssa,"bayer de mexico, s.a. de c.v.",anticonceptivo y preventivo de hiperplasia endometrialdurante la terapia de reemplazo hormonal.
943,levonorgestrel,implante,75 mg,iv,jadelle,044m2011 ssa,"bayer de mexico, s.a. de c.v.",anticonceptivo.
944,levonorgestrel,tableta,1.5 mg,iv,postinor,336m99 ssa,gedeon richter plc,anticonceptivo de emergencia (post-coital unicamente).
945,levonorgestrel,comprimido,0.75 mg   y   1.50 mg,iv,post-day,409m2002 ssa,"investigacion farmaceutica,s.a. de c.v.",anticonceptivo de emergencia.
946,levonorgestrel/etinilestradiol,tableta,0.150 mg/0.030 mg,vi,nordet,82677 ssa,"pfizer, s.a. de c.v.",anovulatorio.
947,levopantoprazol,tableta,20 mg,iv,gamo,247m2015 ssa,"grimann, s.a. de c.v.",cicatrizacion y prevencion de lesiones acido pepticas esofagogastroduodenales y para alivio de los sintomasgastrointestinales asociados a la enfermedad acido pepticaen aquellos casos en los que se requiere de un control yreduccion sostenida de la secrecion gastrica de acidoclorhidrico.
948,levosimendan,solucion(inyectable),1  2 .5 mg / 5 mly   25 mg /10 ml,iv,simdax,106m2002 ssa,abbvie inc,cardiotonico.
949,levosulpirida,comprimido,25 mg,iv,dislep,131m2005 ssa,"ferrer internacional, s.a.","procinetico, antiemetico."
950,levotiroxina sodica,tableta,12.5 mcg; 25 mcg;50 mcg; 75 mcg;88 mcg; 100 mcg;112 mcg; 125 mcg;137 mcg; 150 mcg;175 mcg; 200 mcg    y300 mcg,i v,eutirox,297m89 ssa,"merck, s.a. de c.v.",para el tratamiento del hipotiroidismo.
951,levotiroxina sodica,tableta,"25 mcg, 50 mcg,75 mcg, 88 mcg,100 mcg, 112 mcg,125 mcg, 137 mcg,150 mcg, 175 mcgy    200 mcg",iv,synthroid,127m2015 ssa,"abbott laboratories de mexico,s.a. de c.v.",p   a  r a    e  l   t r a  t a  m    ie  n to del hipotiroidismo y supresion de tsh dehipofisis.
952,levotiroxina sodica /liotironina sodica,tableta,30 mcg / 120 mcg,iv,cynoplus,81906 ssa,"laboratorios grossman, s.a.",para el tratamiento del hipotiroidismo
953,levotiroxina sodica /liotironina sodica,tableta,100 mcg / 20 mcg,iv,novotiral,81884 ssa,"merck, s.a. de c.v.",para el tratamiento del hipotiroidismo
954,"lidamidina, clorhidrato de",tableta,4 mg,iv,supra,224m83 ssa,"laboratorios grossman, s.a.",para el tratamiento del sindrome de intestino irritable.
955,lidocaina / prilocaina,crema,2.5 g/2.5 g/100 g,vi,emla,120m98 ssa,"aspen mexico, s. de r.l. de c.v.",anestesico topico.
956,lidocaina / prilocaina,parche,25 mg/ 25 mg,vi,emla,375m2002 ssa,"aspen mexico, s. de r.l. de c.v.",anestesico topico.
957,"lidocaina, clorhidrato de",solucion,1 g/100 ml,iv,uvega,19568 ssa,"grimann, s.a. de c.v.",anestesico de aplicacion otica.
958,lidocaina,parche,700 mg,iv,versatis,166m2018,grunenthal gmbh,tratamiento del dolor neuropatico localizado (dnl).
959,"lidocaina, clorhidrato de /neomicina, sulfato de /polimixina b, sulfato de",solucion,"250 mg/860 mg/ 306,808ui/100 ml",iv,alosol,73954 ssa,"sanofi-aventis de mexico, s.a. de c.v.",analgesico bucofaringeo.
960,limeciclina,capsula,150 mg   y   300 mg,iv,tetralisal,623m98 ssa,laboratoires galderma,tetraciclina (antimicrobiano) para infecciones ocasionadaspor germenes sensibles.
961,linagliptina,tableta,5 mg,iv,trayenta,159m2011ssa,"boehringer ingelheim promeco,s.a. de c.v.",diabetes mellitus tipo ii
962,"lincomicina monohidratado,clorhidrato de",solucion(inyectable),3  0  0   m   g  / m   l         y600 mg/ 2 ml,iv,lincocin,62014 ssa,"pfizer, s.a. de c.v.",antibiotico (macrolido) para infecciones ocasionadas porgermenes sensibles.
963,lincomicina,capsula,500 mg,iv,lincocin,62016 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
964,lincomicina,jarabe,5 g / 100 ml,iv,lincocin,65768 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
965,linezolid,tableta,600 mg,iv,zyvoxam,105m2000 ssa,"pfizer, s.a. de c.v.",antibiotico (oxazolidinona) para infecciones provocadas porgermenes susceptibles.
966,linezolid,solucion(inyectable),2 mg / ml,iv,zyvoxam,159m2000 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
967,liotironina sodica,tableta,25 mcg,iv,cynomel,48740 ssa,"laboratorios grossman, s.a.",para el tratamiento del hipotiroidismo.
968,liotironina sodica,capsula,75 mcg,iv,triyotex,073m94 ssa,"productos medix, s.a. de c.v.",tratamiento de hipotiroidismo.
969,liotironina sodica,tableta,5 mcg     y     10 mcg,iv,qg,575m98 ssa,"productos medix, s.a. de c.v.",para el tratamiento del hipotiroidismo.
970,"lisina, clonixinato de",comprimido,125 mg   y   250 mg,iv,dorixina,048m81 ssa,"siegfried rhein, s.a. de c.v.",analgesico.
971,"lisina, clonixinato de",solucion(inyectable),100 mg / 2 ml,iv,dorixina,325m81 ssa,"siegfried rhein, s.a. de c.v.",analgesico.
972,"lisina, clonixinato de / cafeinaanhidra / ergotamina, tartrato de",tableta,125 mg / 50 mg /1 mg,ii,altiorem,249m2005 ssa,"weser pharma,s.a. de c.v.",para el tratamiento de la cefalea de origen vascular.
973,"lisina, clonixinato de /ciclobenzaprina, clorhidrato de",capsula,250 mg / 10 mg,iv,yuredol,399m2002 ssa,"laboratorios grossman, s.a.","analgesico, relajante muscular."
974,"lisina, clonixinato de / hioscina,butilbromuro de",tableta,125 mg / 10 mg   y250 mg / 10 mg,iv,donodolcompuesto,456m94 ssa,"armstrong laboratorios de mexico,s.a. de c.v.","analgesico, antiespasmodico."
975,"lisina, clonixinato de /diclofenaco sodico",tableta,250 mg / 50 mg,iv,prestoflam ld,394m2008 ssa,"farmaceuticos rayere, s.a.",antiinflamatorio no esteroideo con accion analgesica.
976,"lisina, clonixinato de /hioscina, butilbromuro de",capsula,125 mg / 10 mg,iv,espacil compuesto,74286 ssa,"laboratorios grossman, s.a.","analgesico, antiespasmodico."
977,"lisina, clonixinato de /pargeverina, clorhidrato de",tableta,125 mg / 10 mg,iv,firac-plus,029m93 ssa,"laboratorios grossman, s.a.",analgesico no narcotico y antiespasmodico.
978,"lisina, clonixinato de /hioscina, butilbromuro de",solucion(inyectable),100 mg / 20 mg,iv,espacil compuesto,74042 ssa,"laboratorios grossman, s.a.","analgesico, antiespasmodico."
979,"lisina, clonixinato de /tramadol",tableta,125 mg / 25mg;250 mg / 25mg,iv,valgion clt,151m2010 ssa,"farmaceuticos rayere, s.a.",para el tratamiento del dolor agudo de moderado a severo.
980,lisinopril,tableta,"5 mg,  10 mg    y300 mg",iv,zestril,043m88 ssa,"astrazeneca, s.a. de c.v.",antihipertensivo (inhidor de e.c.a.)
981,"litio, carbonato de",tableta,300 mg,iii,litheum 300,75859 ssa,"laboratorios valdecasas, s.a.",antipsicotico.
982,"litio, carbonato de",tableta(liberacion prolongada),300 mg,iii,carbolit,118m83 ssa,"psicofarma, s.a. de c.v.",antipsicotico.
983,loflazepato de etilo,comprimido,2 mg,ii,victan,089m88 ssa,"sanofi-aventis de mexico, s.a. de c.v.",ansiolitico.
984,"loperamida, clorhidrato de",tableta,2 mg,iv,imodium,83335 ssa,"janssen-cilag, s.a. de c.v.",diarrea aguda.
985,"loperamida, clorhidrato de",tableta,2 mg,vi,lomotil,58510 ssa,"janssen-cilag, s.a. de c.v.",auxiliar en el tratamiento de la diarrea.
986,lopinavir / ritonavir,tableta,100 mg / 25mg    y200 mg / 50mg,iv,kaletra,219m2006 ssa,abbvie inc,antirretroviral contra el vih (sida).
987,lopinavir / ritonavir,solucion,8 g / 2 g /100 ml,iv,kaletra,556m2000 ssa,abbvie inc,antirretroviral.
988,loratadina,solucion,1 mg/1 ml    y0.1 g/100 ml,vi,clarityne,309m94 ssa,"bayer de mexico, s.a. de c.v.",antialergico.
989,loratadina (micronizada),jarabe,100 mg/100 ml,vi,clarityne,001m89 ssa,"bayer de mexico, s.a. de c.v.",antihistaminico.
990,loratadina (micronizada),tableta,10 mg,vi,clarityne,045m88 ssa,"bayer de mexico, s.a. de c.v.",antihistaminico.
991,lorazepam,tableta,1 mg   y   2mg,ii,ativan,75881 ssa,"pfizer, s.a. de c.v.",ansiolitico.
992,lorazepam,capsula(liberacion prolongada),1 mg   y   2 mg,ii,sinestron,81948 ssa,"productos medix, s.a. de c.v.",ansiolitico.
993,losartan potasico,comprimido,"12.5 mg, 50 mg   y100 mg",iv,cozaar,284m95 ssa,"schering-plough, s.a. de c.v.","tratamiento de la insuficiencia cardiaca, antihipertensivo."
994,loteprednol / tobramicina,suspension,0.5 % / 0.3 %,iv,zyleth,175m2016 ssa,"bausch & lomb, incorporated","corticoesteroide oftalmico, antibiotico de uso oftalmico."
995,loxoprofeno,tableta,60 mg,iv,loxonin,194m2001 ssa,"siegfried rhein, s.a. de c.v.","analgesico, antiinflamatorio con accion analgesica."
996,macitentan,tableta,10 mg,iv,zependo,176m2014,"janssen-cilag, s.a. de c.v.","esta indicado para el tratamiento a largo plazo de lahipertension arterial pulmonar (hap) en adultos de clasefuncional ii a iv de la oms como monoterapia o encombinacion con inhibidores de la fosfodiesterasa-5 oprostanoides inhalados. la eficacia se ha demostrado en unapoblacion de hap que incluye hap idiopatica, haphereditaria, hap aociada a tratornos del tejido conectivo yhap asociada a cardiopatia congenita."
997,macrogol 3350,polvo,17 g   y   255 g,iv,contumax,137m2004 ssa,"asofarma de mexico, s.a. de c.v.",laxante.
998,macrogol 3350/bicarbonato de sodio/cloruro de sodio/cloruro de potasio,polvo(para solucion),1  0  5    g  / 1  . 4  3   g /2.8 g/0.37 g,iv,nulytely,248m94 ssa,"asofarma de mexico, s.a. de c.v.",laxante
999,magaldrato / domperidona,tableta(masticable),800 mg / 10 mg,iv,medibutin,290m2014 ssa,"productos medix, s.a. de c.v.","indicado para el tratamiento sintomatico de trastornosgastrointestinales asociados con hiperacidez y alteracionesen la motilidad gastrica como reflujo gastroesofagico,esofagitis, gastritis y dispepsia."
1000,magaldrato / domperidona,suspension,(8.0 g / 0.1 g) /100 ml,iv,medibutin,379m2014 ssa,"productos medix, s.a. de c.v.","indicado para el tratamiento sintomatico de trastornosgastrointestinales asociados con hiperacidez y alteracionesen la motilidad gastrica como reflujo gastroesofagico,esofagitis, gastritis y dispepsia."
1001,"magnesio, sulfato heptahidratadode",solucion(inyectable),0  . 1   g  /  1 ml     y0.2 g/1 ml,iv,magnefusin,137m82 ssa,"laboratorios pisa, s.a. de c.v.",hipomagnesemia.
1002,manitol,solucion(inyectable),20 g/ 100 ml,iv,"osmitrol, (manitol)al 20% en aguainyectable",70597 ssa,"baxter, s.a. de c.v.",diuretico.
1003,maraviroc,tableta,150 mg   y   300 mg,iv,selzentry,396m2008 ssa,"glaxo wellcome, s.a.",antirretroviral para el tratamiento de vih-1
1004,mazindol,capsula(liberacion prolongada),2 mg,iii,solucaps,87750 ssa,"productos medix, s.a. de c.v.",anorexigenico
1005,mebendazol,tableta,100 mg   y   500mg,vi,vermox,80029 ssa,"janssen-cilag, s.a. de c.v.",tratamiento para eliminar parasitos intestinales.
1006,mebendazol,suspension,20 mg/ml   y60 mg/ml,vi,vermox,84402 ssa,"janssen-cilag, s.a. de c.v.",tratamiento para eliminar parasitos intestinales.
1007,mebendazol / quinfamida,tableta,300 mg / 150 mg,vi,vermox plus,673m2005 ssa,"janssen-cilag, s.a. de c.v.",antiparasitario.
1008,mebendazol / quinfamida,suspension,60 mg/10 mg/ml   y60 mg/20 mg/ml,vi,vermox plus,678m2005 ssa,"janssen-cilag, s.a. de c.v.",antiamibiano. antihelmintico.
1009,mebendazol / tinidazol,tableta,60 mg/300 mg,v,mebeciclol,85728 ssa,"dinafarma, s.a. de c.v.","antiamibiano, antihelmintico."
1010,"mebeverina, clorhidrato de",capsula(liberacion prolongada),200 mg,iv,duspatalin,314m2002 ssa,"abbott laboratories de mexico,s.a. de c.v.",antiespasmodico.
1011,"mebeverina, clorhidrato de",suspension,1 g/100 ml,iv,duspatalinpediatrico,259m2009 ssa,"abbott laboratories de mexico,s.a. de c.v.",p   a  r a    a  l i v  io   d   e l colico o dolor abdominalsecundario a sindrome de intestino irritable.
1012,"meclozina, clorhidrato de",goma(masticable),25 mg,vi,chiclida,639m2004 ssa,"industria farmaceutica andromaco,s.a. de c.v.",antiemetico.
1013,"meclozina, clorhidrato de /piridoxina, clorhidrato de/lidocaina",solucion(inyectable),2  5   m    g / 50 mg /20 ml,iv,bonadoxina,57477 ssa,"pfizer, s.a. de c.v.",antiemetico.
1014,"meclozina, clorhidrato de /piridoxina, clorhidrato de",tableta,25 mg / 50 mg,iv,bonadoxina,45910 ssa,"pfizer, s.a. de c.v.",antiemetico.
1015,"meclozina, clorhidrato de /piridoxina, clorhidrato de",solucion,0.833 g/1.666 g/100 ml,iv,bonadoxina,49809 ssa,"pfizer, s.a. de c.v.",antiemetico.
1016,"meclozina, clorhidrato de /piridoxina, clorhidrato de",jarabe,0.297 g/0.608 g/100 ml,iv,bonadoxina,89644 ssa,"pfizer, s.a. de c.v.",antiemetico.
1017,"medroxiprogesterona,acetato de",suspension(inyectable),150 mg/ml,iv,depo-provera,59742 ssa,"pfizer, s.a. de c.v.",anovulatorio.
1018,"medroxiprogesterona,acetato de",tableta,5 mg   y   10 mg,iv,provera,59797 ssa,"pfizer, s.a. de c.v.",progestageno.
1019,medroxiprogesterona,suspension(inyectable),104 mg / 0.65 ml,iv,sayana,473m2015 ssa,"pfizer, s.a. de c.v.","anticonceptivo, endometriosis."
1020,melatonina,tableta,3 mg   y   5 mg,iv,benedorm,389m98 ssa,"laboratorios grossman, s.a.",auxiliar en el insomnio.
1021,melatonina,capsula(liberacion prolongada),3 mg   y   5 mg,vi,cronocaps,591m97 ssa,"productos medix, s.a. de c.v.",inductor del sueno (para el alivio del insomnio ocasional).
1022,melfalan,tableta,2 mg,iv,alkeran,62511 ssa,"aspen mexico, s. de r.l. de c.v.","tratamiento del cancer de mama, tratamiento del ca deovario metastasico."
1023,meloxicam,tableta,7.500 mg   y   15 mg,iv,mobicox,562m95 ssa,"boehringer ingelheim promeco,s.a. de c.v.",a  n  t i i n  f l a  m   a  t o  r i o    n  o   e  s  t e  r  o  id   e o con accion analgesica yantirreumatica.
1024,meloxicam,solucion(inyectable),15 mg / 1.5 ml,iv,mobicox,099m97 ssa,"boehringer ingelheim promeco,s.a. de c.v.",antiinflamatorio no esteroideo.
1025,meloxicam,capsula,7.5 mg   y   15.0 mg,iv,exel,028m98 ssa,"laboratorios senosiain, s.a. de c.v.",antiinflamatorio no esteroideo.
1026,"memantina, clorhidrato de",tableta,"5 mg, 10 mg, 15 mg   y20 mg",iv,akatinol,538m94 ssa,merz pharma gmbh & co. kgaa.,"neuroprotector, antagonista de los receptores nmda."
1027,"menadiona, bisulfito sodico de",solucion(inyectable),50 mg/5 ml,iv,k-50,40041 ssa,"laboratorios grossman, s.a.",hipoprotrombinemia.
1028,mercaptopurina,tableta,50 mg,iv,purinethol,50519 ssa,"aspen mexico, s. de r.l. de c.v.",tratamiento de leucemia aguda. indicada en el tratamiento enlas leucemias agudas linfoblasticas y mielogenas.
1029,meropenem,solucion(inyectable),500 mg   y   1 g,iv,merrem i. v.,426m95 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones por bacterias susceptibles.
1030,mesalazina,supositorio(liberacion prolongada),1 g,iv,pentasa,537m97 ssa,ferring international center sa,proctitis ulcerativa.
1031,mesalazina,tableta(liberacion prolongada),500 mg   y   1 g,iv,pentasa,063m98 ssa,ferring international center sa,colitis ulcerativa leve o moderada.
1032,mesalazina,granulado(liberacion prolongada),1 g   y   2 g,iv,pentasa,611m2004 ssa,ferring international center sa,colitis ulcerativa leve o moderada.
1033,mesalazina,supositorio,"250 mg, 500 mg   y   1 g",iv,salofalk,014m90 ssa,"schwabe mexico, s.a. de c.v.","colitis ulcerativa aguda, localizada unicamente en el recto ysigmoides. en el tratamiento de inflamacion de hemorroidesinternas."
