nombre_producto,sustancia,forma_farm,lab,presentacion
henexal,furosemida,solucion inyectable,pisa,"1 caja, 5 ampolletas de polipropileno y vidrio, 2 ml,"
hepa-merz,"l-aspartato,                                l-ornitina clorhidrato",granulado,grunenthal,"1 caja, 10 sobre(s),"
hepa-merz,"l-aspartato,                                l-ornitina clorhidrato",granulado,grunenthal,"1 caja, 30 sobre(s),"
hepa-merz,"l-aspartato,                                l-ornitina clorhidrato",solucion inyectable,grunenthal,"1 caja, 5 ampolleta(s), 5/10 g/ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 2 jeringa(s) prellenada(s) , 2,500/0.2  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 10 jeringa(s) prellenada(s) , 5,000/0.2  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 10 jeringa(s) prellenada(s) , 7,500/0.3  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 10 jeringa(s) prellenada(s) , 2,500/0.2  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 2 jeringa(s) prellenada(s) , 5,000/0.2  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 2 jeringa(s) prellenada(s) , 7,500/0.3  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 10 jeringa(s) prellenada(s) , 10,000/0.4  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 10 jeringa(s) prellenada(s) , 3,500/0.2  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 2 jeringa(s) prellenada(s) , 10,000/0.4  u.i./ml"
heporax,bemiparina sodica,solucion inyectable,ucb,"1 caja , 2 jeringa(s) prellenada(s) , 3,500/0.2  u.i./ml"
hepsera,adefovir,tabletas,glaxosmithkline,
hep-tec,heparina,solucion,tecnofarma,"1 caja,1 frasco(s),10 ml,10000 u.i."
hep-tec,heparina,solucion,tecnofarma,"1 caja,50 frasco(s),10 ml,10000 u.i."
hep-tec,heparina,solucion,tecnofarma,"1 caja,50 frasco(s),5 ml,25000 u.i."
hep-tec,heparina,solucion,tecnofarma,"1 caja,1 frasco(s),5 ml,25000 u.i."
hep-tec,heparina,solucion inyectable,tecnofarma,
herbane,buprenorfina,solucion inyectable,biogentec,"1 caja, 6 ampolleta(s), 1 ml,"
herklin gel repelente de piojos,"alcohol etilico,                                butilacetilaminopropionato de etilo,                                glicerina",gel,armstrong,"120 g,"
herklin nf,"clorhidrato de lidocaina,                                fenotrina",solucion,armstrong,"1 caja, 1 frasco(s), 120 ml,"
herklin nf,"clorhidrato de lidocaina,                                fenotrina",solucion,armstrong,"1 caja, 1 frasco(s), 120 ml,"
herklin nf,"clorhidrato de lidocaina,                                fenotrina",solucion,armstrong,"1 caja, 1 frasco(s), 60 ml,"
herklin nf,fenotrina,solucion 0.2%,armstrong,"1 caja , 1 frasco(s) ,  shampoo , 120  mililitros"
herklin nf,fenotrina,solucion 0.2%,armstrong,"1 caja, 1 frasco(s), 60 ml,"
herklin nf shampoo,fenotrina,solucion,armstrong,"1 caja, 1 frasco(s), 120 ml,"
herklin nf shampoo,fenotrina,solucion,armstrong,"1 caja, 1 frasco(s), 60 ml,"
herklin nf shampoo,fenotrina,solucion 0.2%,armstrong,"1 caja, 1 frasco(s), 120 ml,"
herklin nf shampoo,fenotrina,solucion 0.2%,armstrong,"1 caja, 1 frasco(s), 60 ml,"
herklin nf spray repelente,activo ir3535,solucion,armstrong,"1 1 spray, 120 ml,"
herklin nf spray repelente,activo ir3535,spray,armstrong,"1 caja, 1 frasco atomizador, 120 ml, 20 %"
hestar,pentalmidon,solucion inyectable,pisa,"1 frasco(s), 500 ml, 6/100 g/ml"
hestar,pentalmidon,solucion inyectable,pisa,"1 caja,1 frasco(s),500 ml,10/100 g/ml"
hestar,pentalmidon,solucion inyectable,pisa,"1 frasco(s), 500 ml, 10/100 g/ml"
hestar,pentalmidon,solucion inyectable,pisa,"1 caja,1 frasco(s),500 ml,6/100 g/ml"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"frasco(s),250 ml,"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"1 caja,1 frasco(s),250 ml,"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"1 caja, 1 frasco con equipo de administracion, 250 ml,"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"1 caja, 1 frasco con equipo de administracion, 500 ml,"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"1 caja,1 frasco(s),500 ml,"
hestar 130,"cloruro,                                hidroxietilalmidon,                                sodio",solucion inyectable,pisa,"frasco(s),500 ml,"
hesven,"diosmina,                                hesperidina",tableta,sandoz,"1 caja, 20 tabletas,"
hesven,"diosmina,                                hesperidina",tableta,sandoz,"1 caja, 30 tabletas,"
hesven,"diosmina,                                hesperidina",tableta,sandoz,"1 caja, 60 tabletas,"
hexacima,"antigeno de supercifie del virus de la hepatitis b,                                conjugado de proteina tetanica,                                hemaglutinina filamentosa,                                polio virus inactivado 1 (cepa mahoney),                                polio virus inactivado 2 (cepa mef-1),                                polio virus inactivado 3 (cepa saukett),                                polisacarido de haemophilus influenzae tipo b,                                toxoide difterico,                                toxoide pertussis,                                toxoide tetanico",suspension inyectable,sanofi pasteur,"1 caja, 1 jeringa prellenada con 2 agujas, 0.5 ml, 1 dosis"
hfa-dobipro,beclometasona,aerosol,salus,"1 envase(s), 1 dispositivo inhalador, 200 dosis"
hfa-dobipro,beclometasona,aerosol,salus,"1 envase(s), 1 dispositivo inhalador, 200 dosis"
hfa-dobipro,beclometasona,suspension en aerosol,salus,"1 envase(s) , 1 dispositivo inhalador , 200 dosis , 50  g"
hfa-dobipro,beclometasona,suspension en aerosol,salus,"1 envase(s) , 1 dispositivo inhalador , 200 dosis , 100  g"
hialoflex,"acido hialuronico,                                colageno,                                hidratos de carbono,                                proteinas,                                sodio",capsula,ifa celtics,"1 caja, 30 capsulas,"
hicrofar,"hidroclorotiazida,                                irbesartan",tableta,nafar,"1 caja , 14 tabletas , 150/12.5  mg/mg"
hicrofar,"hidroclorotiazida,                                irbesartan",tableta,nafar,"1 caja , 28 tabletas , 150/12.5  mg/mg"
hi-dex,hierro,solucion inyectable,hormona,"1 caja, 3 ampolleta(s), 1 ml, 100 miligramos"
hi-dex,hierro,solucion inyectable,hormona,"1 caja, 5 ampolleta(s), 1 ml, 100 mg"
hidraderm,"acido glicolico,                                avena,                                lactico, acido",leche corporal,sesderma mexico,
hidraderm,avena,leche limpiadora,sesderma mexico,
hidraderm,"alantoina,                                avena,                                urea",agua,sesderma mexico,
hidraderm hyal,acido hialuronico (hialuronato),crema facial,sesderma mexico,
hidraloe,"aloe barbadensis, extracto de,                                bisabolol,                                centella asiatica",crema facial,sesderma mexico,
hidraloe,"aloe barbadensis, extracto de,                                lactico, acido,                                triclosan (irgasan)",gel de bano,sesderma mexico,
hidraloe,"acido hialuronico (hialuronato),                                aloe barbadensis, extracto de,                                lactico, acido",crema contorno de ojos,sesderma mexico,
hidraloe,"aloe barbadensis, extracto de",gel,sesderma mexico,
hidraloe plus,"aceite de rosa mosqueta,                                aloe vera,                                glicirricinico, acido",gel,sesderma mexico,
hidrasec,racecadotrilo,capsulas,ferrer,"1 caja,6 capsulas,100 mg"
hidrasec,racecadotrilo,capsulas,ferrer,"1 caja,9 capsulas,100 mg"
hidrasec,racecadotrilo,granulado,ferrer,"1 caja,18 sobre(s),30 mg"
hidrasec,racecadotrilo,granulado,ferrer,"1 caja,18 sobre(s),10 mg"
hidraven,"aloe barbadensis, extracto de,                                avena (avena sativa), extracto de,                                chamomilla recutita",crema espumosa sin jabon,sesderma mexico,
hidribet,"emolientes,                                humectantes",locion,medihealth division dermatologia de siegfried rhein,"1 caja , 1 frasco de pvc , 125 ml"
hidribet-5,"emolientes,                                humectantes",locion,medihealth division dermatologia de siegfried rhein,
hidrigort,clorhidrato de difenhidramina,tableta,degort s,"1 caja , 16 tabletas , 50  miligramos"
hidrigort,clorhidrato de difenhidramina,tableta,degort s,"1 caja , 2 tabletas , 50  miligramos"
hidrigort,clorhidrato de difenhidramina,tableta,degort s,"1 caja , 8 tabletas , 50  miligramos"
hidrocilina 400 y 800,"bencilpenicilina procaina,                                benzatina bencilpenicilina",suspension inyectable,grossman,"1 frasco ampula con polvo , 400000  unidades"
hidrocilina 400 y 800,"bencilpenicilina procaina,                                benzatina bencilpenicilina",suspension inyectable,grossman,"1 frasco ampula con polvo , 800000  unidades"
hidrocortisona - cloranfenicol - benzocaina,"benzocaina,                                cloramfenicol,                                hidrocortisona",solucion,amsa,"1 frasco con gotero, 10 ml,"
hidrofosmin,ciclofosfamida,solucion inyectable,sanfer,"1 frasco ampula con polvo , 1 g"
hidrofosmin,ciclofosfamida,solucion inyectable,sanfer,"1 frasco ampula con polvo , 200 mg"
hidrofosmin,ciclofosfamida,solucion inyectable,sanfer,"1 frasco ampula con polvo , 500 mg"
hidroquin,hidroquinona,locion despigmentante,remexa,"frasco(s),28 ml,"
hidroquin,hidroquinona,locion dermica,remexa,
hidroxido de aluminio-hidroxido de magnesio-dimeticona,"aluminio, hidroxido de,                                magnesio, hidroxido de",suspension oral,arlex,"1 frasco(s), 300 ml,"
hidroxizina,hidroxizina,tabletas,amsa,"1 caja, 25 tabletas, 25 miligramos"
hidroxizina,hidroxizina,tabletas,amsa,"1 caja, 30 tabletas, 10 miligramos"
hidroxizina,hidroxizina,tabletas,amsa,"1 caja, 60 tabletas, 25 miligramos"
hidroxizina,hidroxizina,tabletas,amsa,"1 caja, 75 tabletas, 10 miligramos"
hierro dextran,hierro dextran,solucion inyectable,amsa,"1 caja, 3 ampolleta(s), 2 ml, 100 miligramos"
hierro dextran,hierro dextran,solucion inyectable,amsa,"1 caja, 3 frasco(s) ampula, 2 ml, 100 miligramos"
hierro dextran,hierro dextran,solucion inyectable,amsa,"1 caja, 10 frasco(s) ampula, 2 ml, 100 miligramos"
higroton 50,clortalidona,tabletas,sandoz,"1 caja,20 tabletas,50 mg"
higroton 50,clortalidona,tabletas,sandoz,"1 caja,30 tabletas,50 mg"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 100 tabletas, 100/25 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 100 tabletas, 50/12.5 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 28 tabletas, 50/12.5 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 28 tabletas, 100/25 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 30 tabletas, 50/12.5 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 30 tabletas, 100/25 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 50 tabletas, 50/12.5 miligramos"
higroton blok,"atenolol,                                clortalidona",tabletas,sandoz,"1 caja, 50 tabletas, 100/25 miligramos"
himop,hidromorfona,solucion inyectable,biogentec,"1 caja, 5 ampolletas,"
hioscina,butilhioscina,solucion inyectable,amsa,"1 caja, 3 ampolleta(s) de vidrio, 1 ml,"
hioscina,butilhioscina,solucion inyectable,amsa,"1 caja, 3 ampolleta de plastico, 1 ml,"
hiperikan,hypericum perforatum,tabletas,schwabe pharma mexico,"1 caja, 30 tabletas,"
hiperikan,hypericum perforatum,tabletas,schwabe pharma mexico,"1 caja, 40 tabletas,"
hiperikan,hypericum perforatum,tabletas,schwabe pharma mexico,"1 caja, 60 tabletas,"
hiperton,cloruro de sodio usp,solucion oftalmica,laboratorios grin,"1 caja, 1 frasco gotero, 10 ml, 10 %"
hipo sport,"diclofenaco,                                diclofenaco dietilamonio",gel,andromaco,",10 sobre(s),5 g,"
hipo sport,"diclofenaco,                                diclofenaco dietilamonio",gel,andromaco,"1 caja,1 tubo,60 g,"
hipoglos,"alantoina,                                borico, acido,                                vitamina a (retinol),                                zinc, oxido de",pomada,andromaco,"1 caja,1 tubo,45 g,"
hipoglos,"alantoina,                                borico, acido,                                vitamina a (retinol),                                zinc, oxido de",pomada,andromaco,"1 caja,1 tubo,60 g,"
hipoglos p,"zinc, oxido de",crema,andromaco,"1 caja, 1 tubo, 100 g,"
hipoglos p,"zinc, oxido de",crema,andromaco,"1 caja, 1 tubo, 45 g,"
hipoglos p,"zinc, oxido de",crema,andromaco,"1 caja, 1 tubo, 60 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 10 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 110 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 15 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 20 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 45 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 5 g,"
hipoglos pa,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 60 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 10 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 110 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 15 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 20 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 45 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 sobre(s), 5 g,"
hipoglos pac,"zinc, oxido de",pomada,andromaco,"1 caja, 1 tubo, 60 g,"
hipokinon,trihexifenidilo,tabletas birranuradas,psicofarma,"1 caja, 50 tabletas, 5 miligramos"
hiprex,metenamina,tabletas,more pharma,"1 frasco ambar, 100 tabletas,"
hiprex,metenamina,tabletas,more pharma,"1 frasco ambar, 20 tabletas,"
hiprex,metenamina,tabletas,more pharma,"1 frasco ambar, 50 tabletas,"
hipromelosa,hipromelosa,solucion oftalmica,amsa,"1 frasco gotero, 10 ml, 5 mg/ml"
hipromelosa,hipromelosa,solucion oftalmica,amsa,"1 caja, 1 frasco gotero, 10 ml, 5 mg/ml"
hipromelosa,hipromelosa,solucion oftalmica,amsa,"1 frasco gotero, 15 ml, 5 mg/ml"
